symbol,sector,securityType,bidPrice,bidSize,askPrice,askSize,lastUpdated,lastSalePrice,lastSaleSize,lastSaleTime,volume
BOAC+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
LVTX,n/a,n/a,2.32,100,3.06,100,1657808887888,0.0,0,0,0
PCG-D,utilities,ps,0.0,0,0.0,0,1657805400000,0.0,0,0,0
WIA,miscellaneous,cef,8.95,100,10.55,100,1657808531120,0.0,0,0,0
CVLG,transportation,cs,25.17,200,25.39,100,1657808830066,25.29,1,1657808773570,995
DCOM,finance,cs,26.41,158,31.2,100,1657808991940,28.69,46,1657808824239,1162
JFWD,n/a,n/a,8.65,500,0.0,0,1657808999012,0.0,0,0,0
ONYX,n/a,n/a,10.0,400,10.03,200,1657808622811,0.0,0,0,0
IYZ,miscellaneous,et,24.82,100,24.84,700,1657809005329,24.81,100,1657806350240,200
VFC,consumernon-durables,cs,44.59,200,48.02,100,1657809005132,44.6,100,1657808968437,16027
CYCCP,healthtechnology,ps,0.0,0,0.0,0,1657805400000,0.0,0,0,0
BBUC,n/a,n/a,21.66,133,23.42,100,1657808999344,21.7,1,1657805828930,1
BYD,consumerservices,cs,45.24,100,49.43,100,1657809002896,49.375,100,1657809001519,8010
CELU,n/a,n/a,4.18,100,4.57,100,1657808996309,4.15,25,1657808437909,296
IJUL,miscellaneous,et,20.3,100,23.92,100,1657806354380,22.12,400,1657807777488,400
COTY,consumernon-durables,cs,7.18,200,7.19,500,1657809001289,7.19,100,1657808909909,41085
VNSE,miscellaneous,et,22.42,100,29.55,100,1657806304874,0.0,0,0,0
AHT,finance,cs,7.87,200,7.9,300,1657809004084,7.84,100,1657808128167,1120
DDM,miscellaneous,et,49.93,100,58.62,100,1657808918177,54.46,100,1657806594238,2459
IBHB,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
RFACU,n/a,n/a,9.99,1000,0.0,0,1657805730526,0.0,0,0,0
NLR,miscellaneous,et,47.02,100,56.47,100,1657807998948,0.0,0,0,0
CUBI-F,finance,ps,0.0,0,0.0,0,1657805400000,0.0,0,0,0
FISI,finance,cs,22.56,100,24.8,221,1657809003881,24.69,5,1657808349195,420
CBRG,n/a,n/a,9.98,100,10.8,100,1657807293078,0.0,0,0,0
DXLG,retailtrade,cs,3.28,100,3.87,100,1657809000609,3.585,10,1657808855014,7127
LIVB,n/a,n/a,9.52,100,11.98,100,1657805400873,0.0,0,0,0
KTB,consumernon-durables,cs,34.48,166,37.6,100,1657808996326,34.47,1,1657808784337,2120
PYPD,healthtechnology,cs,4.14,100,5.76,100,1657807893157,0.0,0,0,0
BSKYW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
DSPC,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CVX,energyminerals,cs,122.71,101,144.11,100,1657809005849,133.5,100,1657809004323,98922
ELDN,n/a,n/a,2.66,100,3.4,100,1657807243159,3.01,100,1657806329016,500
GLLIR,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
IBCP,finance,cs,18.47,200,20.08,100,1657809000162,18.47,1,1657808418957,613
BWV,n/a,n/a,1.75,100,1.93,1000,1657808999308,1.91,10,1657808999309,20
AACIW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
DTIL,healthtechnology,cs,1.47,162,1.52,300,1657809000003,1.51,50,1657808707752,7244
SZK,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
AXLA,healthtechnology,cs,1.91,100,2.33,100,1657808999429,2.14,100,1657806067448,200
PEPG,n/a,n/a,9.2,123,11.64,100,1657808287437,10.45,27,1657805995592,38
TRIS,n/a,n/a,9.74,1000,0.0,0,1657805443294,0.0,0,0,0
FXF,miscellaneous,et,90.79,1000,90.83,1000,1657809003365,0.0,0,0,0
SHPW+,n/a,n/a,0.0488,100,0.12,100,1657805400846,0.0,0,0,0
PFFA,miscellaneous,et,19.69,100,23.24,100,1657806428794,21.42,50,1657807938366,600
L,finance,cs,51.52,133,55.76,233,1657809004357,55.705,3,1657808992701,2240
CFO,miscellaneous,et,59.34,100,64.56,700,1657808995445,64.72,203,1657805401151,310
TGAN,n/a,n/a,3.67,156,4.09,190,1657808982999,4.09,10,1657808982999,961
FSV,finance,cs,115.2,100,135.31,100,1657809006614,125.17,7,1657808918279,2198
SWKH,miscellaneous,cs,13.89,100,19.53,100,1657806618364,0.0,0,0,0
STRC,n/a,n/a,2.85,300,3.11,100,1657808984942,2.82,6,1657807822766,205
MKL,finance,cs,1256.83,21,1374.82,10,1657809001377,1257.93,2,1657808975649,1588
HTLD,transportation,cs,13.96,100,14.01,133,1657808975111,13.95,100,1657808728428,578
MIXT,technologyservices,ad,6.87,100,8.3,100,1657808934004,7.57,200,1657806896039,300
SLAB,electronictechnology,cs,113.69,107,134.36,110,1657808976614,123.66,1,1657808948319,3230
FEI,miscellaneous,cef,7.15,100,7.79,100,1657808978176,7.18,100,1657808647722,100
GHACU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
BIZD,miscellaneous,et,14.94,800,14.98,700,1657809004915,0.0,0,0,0
AIZ,finance,cs,156.36,103,184.09,100,1657808956401,169.08,35,1657808940375,1516
WWOW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
HAS,consumerdurables,cs,72.74,106,79.15,208,1657809003709,79.1,100,1657809003588,18242
EEM,miscellaneous,et,38.17,10000,38.18,1900,1657809006025,38.165,100,1657808992152,343165
DOZR,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
RENN,technologyservices,ad,27.8,300,30.19,100,1657808797224,27.7,100,1657807413654,322
CUEN,n/a,n/a,0.4876,100,0.5773,100,1657807576504,0.0,0,0,0
GBT,healthtechnology,cs,31.93,116,34.82,128,1657809001310,34.78,28,1657808892702,4814
GCOR,miscellaneous,et,39.75,100,46.77,100,1657808210471,43.3,57,1657807965284,71
DRI,consumerservices,cs,115.11,102,115.24,133,1657809005167,114.88,75,1657808862822,9773
SITC-A,finance,ps,25.13,100,27.6,100,1657808292517,25.24,100,1657808401694,1808
AREN,n/a,n/a,8.38,129,10.6,100,1657807667858,9.69,23,1657808590584,684
AGIL,n/a,n/a,4.0,100,5.75,100,1657806324957,0.0,0,0,0
YOU,n/a,n/a,17.79,145,21.16,100,1657809004558,19.53,100,1657808951903,2329
SABSW,n/a,n/a,0.136,100,0.1837,100,1657808760188,0.0,0,0,0
IBM,technologyservices,cs,136.7,300,142.0,100,1657809003476,136.675,100,1657808982919,45775
DFEN,miscellaneous,et,12.58,100,14.74,100,1657808904003,13.73,125,1657808000798,145
PIXY,commercialservices,cs,0.2328,100,0.2754,100,1657806634148,0.0,0,0,0
NNBR,producermanufacturing,cs,2.48,100,2.71,100,1657808990279,2.49,100,1657808835778,509
CFSB,n/a,n/a,7.25,100,12.08,100,1657805400682,0.0,0,0,0
HCIC,n/a,n/a,9.82,500,10.64,100,1657807182140,9.86,200,1657807182140,300
CDRO,n/a,n/a,2.4,100,2.91,100,1657808815343,2.62,20,1657807646239,513
NWLG,n/a,n/a,16.31,100,19.17,100,1657806330562,0.0,0,0,0
SRET,miscellaneous,et,7.94,400,7.97,1600,1657808960716,7.945,200,1657808932396,301
RNXT,n/a,n/a,1.52,100,2.46,100,1657805400560,0.0,0,0,0
NMT,miscellaneous,cef,10.84,100,12.79,100,1657808126170,0.0,0,0,0
KBR,technologyservices,cs,42.52,100,50.05,100,1657809005999,46.12,100,1657808656431,747
AEL-B,finance,ps,22.22,100,26.36,100,1657808316804,24.305,32,1657808316807,32
FTXN,miscellaneous,et,21.36,100,21.39,100,1657809006262,21.44,200,1657806581631,900
CTRM,transportation,cs,1.25,100,1.34,100,1657808938163,1.29,60,1657806629716,360
SKIL+,n/a,n/a,0.5203,100,0.6694,100,1657806784928,0.0,0,0,0
BBVA,finance,ad,3.95,6101,3.97,3100,1657809003514,3.95,100,1657808894860,8064
PNFP,finance,cs,68.89,133,74.35,100,1657809006630,68.69,100,1657808733191,1659
BBIG,commercialservices,cs,1.0,3050,1.01,3035,1657808992020,1.01,100,1657808963684,10587
AEE,utilities,cs,86.25,133,93.44,100,1657809002250,86.19,50,1657808980678,5618
PORT,n/a,n/a,9.86,200,10.72,100,1657808065901,0.0,0,0,0
OCCI,miscellaneous,cef,8.22,100,8.94,100,1657808648335,8.92,100,1657806766794,100
ALL-B,finance,ps,22.37,100,26.46,100,1657807635165,0.0,0,0,0
BNED,retailtrade,cs,2.38,100,2.58,200,1657808992728,2.575,100,1657808828064,1279
UPTDU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
PCG,utilities,cs,9.85,200,9.86,970,1657809006504,9.84,100,1657808979839,26104
CPUH=,n/a,n/a,9.84,1000,0.0,0,1657805579276,0.0,0,0,0
APMI,n/a,n/a,9.61,200,9.72,166,1657805489553,0.0,0,0,0
GTIM,consumerservices,cs,2.53,100,3.17,100,1657807974323,2.77,100,1657808186416,100
DLO,n/a,n/a,22.13,100,24.03,200,1657809003528,23.96,100,1657808933694,1982
ARMK,consumerservices,cs,27.63,100,32.48,100,1657809006356,29.86,2,1657808994961,4775
UNFI,distributionservices,cs,39.87,433,43.0,100,1657808999475,39.975,100,1657808911518,2764
FM,miscellaneous,et,26.21,100,28.4,100,1657808614579,26.22,100,1657806193674,100
EDC,miscellaneous,et,29.37,100,34.88,100,1657808996099,0.0,0,0,0
PRPB=,finance,ut,0.0,0,10.09,1000,1657806574840,0.0,0,0,0
THTX,healthtechnology,cs,1.98,100,2.38,100,1657808946969,0.0,0,0,0
TCOA+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
RYI,non-energyminerals,cs,21.24,300,23.0,100,1657808970127,21.18,2,1657808583974,711
FIXX,healthtechnology,cs,2.11,113,2.51,100,1657808996237,2.28,100,1657806750857,417
SLAC=,n/a,n/a,9.85,1000,9.94,1000,1657808825360,0.0,0,0,0
MFIN,finance,cs,5.25,100,5.91,110,1657807907117,0.0,0,0,0
NBXG,n/a,n/a,8.89,100,10.53,100,1657808980675,9.66,9,1657807485779,1809
BFIT,miscellaneous,et,18.36,100,21.65,100,1657806332112,0.0,0,0,0
CPZ,miscellaneous,cef,12.8,100,17.46,100,1657808992094,0.0,0,0,0
KC,technologyservices,ad,3.65,200,3.94,100,1657809005800,3.61,100,1657808583234,4985
PBP,miscellaneous,et,16.51,100,0.0,0,1657805400115,0.0,0,0,0
FLSW,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
WWJD,miscellaneous,et,23.56,500,23.85,500,1657809003768,23.75,100,1657806041288,100
TMCI,n/a,n/a,14.43,100,15.82,202,1657808986147,15.7,100,1657808474862,541
EAD,miscellaneous,cef,5.91,100,6.95,100,1657808989400,6.44,100,1657808158907,4444
DGS,miscellaneous,et,38.89,100,45.68,100,1657809001179,42.37,375,1657806994449,1418
NEP,utilities,cs,73.11,178,73.25,189,1657809000000,73.185,14,1657808926259,2280
BBH,miscellaneous,et,148.85,100,149.07,100,1657809006230,150.14,7,1657805503753,7
TINY,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
KALL,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
HDSN,industrialservices,cs,6.77,100,7.38,100,1657809006497,7.36,12,1657808642032,1770
MITAW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
ADMA,healthtechnology,cs,2.24,148,2.25,1240,1657808999019,2.24,14,1657808917571,4244
GSRMR,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CCTSU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
WORX,technologyservices,cs,0.6599,100,0.7817,100,1657808862256,0.0,0,0,0
TRTY,miscellaneous,et,19.8,100,26.98,100,1657806300760,0.0,0,0,0
HLGN+,n/a,n/a,0.1601,100,0.2914,100,1657808023061,0.0,0,0,0
RIV,miscellaneous,cef,12.84,100,15.13,100,1657808779026,13.98,100,1657808779023,100
PEPL,n/a,n/a,7.88,100,9.87,100,1657808660024,0.0,0,0,0
BRBR,healthtechnology,cs,22.97,100,24.88,100,1657808989799,22.99,9,1657808958437,4649
PSB-X,finance,ps,17.3,100,20.6,100,1657807299623,18.77,100,1657808948173,2000
MDU,utilities,cs,26.39,400,26.41,200,1657809004256,26.38,100,1657808879425,1190
FKWL,n/a,n/a,2.38,100,3.45,100,1657807514858,0.0,0,0,0
EMIF,miscellaneous,et,18.78,100,22.26,100,1657807583857,0.0,0,0,0
ESRT,finance,cs,7.13,100,7.15,200,1657809003913,7.12,100,1657808911641,3857
CTKB,n/a,n/a,10.7,100,11.74,100,1657809000084,11.74,2,1657808990296,4318
APPH,n/a,n/a,3.78,100,3.81,700,1657809006723,3.755,3,1657808553312,4363
SES+,n/a,n/a,0.6072,100,0.81,100,1657808872530,0.0,0,0,0
JHMU,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CCOI,communications,cs,54.35,112,59.33,100,1657808998543,59.32,81,1657808887568,1209
PHYT+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
AKA,n/a,n/a,2.46,181,2.92,100,1657808997001,2.665,4,1657808983272,78
CMSC,utilities,ps,21.83,100,25.96,100,1657806448110,0.0,0,0,0
SFYX,miscellaneous,et,9.68,100,11.43,100,1657806336428,0.0,0,0,0
WIT,technologyservices,ad,4.96,502,4.97,1600,1657808996942,4.965,100,1657808986134,27505
IVH,miscellaneous,cef,9.33,100,11.01,100,1657808684815,10.15,300,1657807973903,700
OKE,industrialservices,cs,48.82,100,57.32,101,1657808999166,53.25,100,1657808978962,16092
OFLX,producermanufacturing,cs,96.14,109,118.34,120,1657808496322,107.0,100,1657807279290,100
INN-E,finance,ps,15.88,100,21.94,100,1657807396997,0.0,0,0,0
WTMA,n/a,n/a,7.94,100,10.74,100,1657808766374,0.0,0,0,0
KNOP,transportation,cs,17.21,100,18.81,100,1657808812822,17.35,1,1657808667994,805
PHM,consumerdurables,cs,39.38,166,43.13,100,1657809006383,43.08,25,1657808908960,7314
CRVL,finance,cs,130.32,100,154.64,100,1657808914018,142.14,6,1657808860114,365
FIZZ,consumernon-durables,cs,43.8,100,47.44,233,1657808996020,47.34,3,1657808903472,1841
EWN,miscellaneous,et,32.97,100,35.61,100,1657808969767,0.0,0,0,0
KINS,finance,cs,3.19,100,3.87,100,1657808730069,0.0,0,0,0
LIDR,n/a,n/a,1.78,106,2.12,100,1657809000059,1.965,100,1657808886571,547
BRMK+,finance,wt,0.0,0,0.0,0,1657805400000,0.0,0,0,0
UE,finance,cs,14.36,300,14.38,100,1657809004370,14.37,3,1657808996887,5160
CXSE,miscellaneous,et,40.14,1500,40.25,1500,1657809004074,0.0,0,0,0
CSSEP,consumerservices,ps,20.24,100,24.5,100,1657807503417,0.0,0,0,0
PRPO,healthtechnology,cs,1.07,100,1.44,100,1657806330784,0.0,0,0,0
WTV,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
UTRN,miscellaneous,et,22.32,100,26.41,100,1657807220809,0.0,0,0,0
HAAC,n/a,n/a,9.1,118,9.9,133,1657808560746,0.0,0,0,0
IWB,miscellaneous,et,188.49,100,221.37,100,1657807074559,204.76,100,1657808748074,590
CHSCL,processindustries,ps,24.16,100,29.09,100,1657807932388,0.0,0,0,0
ORTX,healthtechnology,ad,0.58,200,0.637,100,1657808997510,0.5801,400,1657806646334,500
HLVX,n/a,n/a,12.15,104,14.68,100,1657808829030,13.25,100,1657807144556,542
DWMF,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CZNC,finance,cs,19.05,101,26.1,100,1657808805934,24.08,78,1657808894332,85
ASIX,processindustries,cs,32.01,233,35.07,100,1657808955067,32.14,7,1657808792035,30
HIVE,n/a,n/a,3.07,100,3.09,200,1657809000281,3.08,2,1657808928275,1684
JAMF,technologyservices,cs,24.53,200,24.7,235,1657809004521,24.66,30,1657808811008,17620
XBIO,healthtechnology,cs,0.8361,100,1.1,100,1657807301764,0.0,0,0,0
PCYG,technologyservices,cs,4.52,200,4.74,200,1657806339251,0.0,0,0,0
WEN,consumerservices,cs,19.61,200,19.62,500,1657809005100,19.61,11,1657809005094,8746
UNB,finance,cs,25.3,100,31.32,100,1657808756108,0.0,0,0,0
RMR,finance,cs,24.76,104,29.25,100,1657809004366,27.05,2,1657808692163,335
FTQI,n/a,n/a,19.93,500,20.09,500,1657808973093,0.0,0,0,0
HUGS=,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
BTBD,n/a,n/a,2.04,100,3.24,100,1657807081624,0.0,0,0,0
DDEC,n/a,n/a,27.41,100,32.24,100,1657806361521,0.0,0,0,0
IAGG,miscellaneous,et,46.18,100,54.22,100,1657808618870,50.145,1,1657808385627,1003
REZI,commercialservices,cs,19.6,100,19.67,300,1657809006479,19.66,4,1657808994097,1901
GOGN,n/a,n/a,8.0,100,12.08,100,1657805401108,0.0,0,0,0
EVBG,technologyservices,cs,22.89,100,26.93,100,1657809006532,25.01,1,1657808918201,5743
FATPU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
FTDS,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
NTEST.A,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SPPI,healthtechnology,cs,0.8393,100,0.9053,100,1657808997358,0.8419,25,1657808995944,8975
NMFC,finance,cs,11.13,105,13.08,100,1657809000049,12.11,48,1657807187789,48
DASH,n/a,n/a,63.44,147,69.24,146,1657809006595,69.18,100,1657809003691,26469
NIU,consumerdurables,ad,5.68,100,6.71,100,1657808999332,6.2,100,1657808865989,2726
AFAQW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
VEV,n/a,n/a,1.15,100,1.29,100,1657808705622,0.0,0,0,0
RBAC=,finance,ut,9.96,1000,0.0,0,1657808545020,0.0,0,0,0
WEC,utilities,cs,91.63,100,107.63,100,1657809000000,99.31,67,1657808982917,2990
AHCO,finance,cs,17.63,169,20.84,100,1657809005260,19.27,100,1657808965495,3598
VMI,producermanufacturing,cs,197.81,100,214.78,200,1657808961635,214.4,2,1657809000069,397
GEOS,industrialservices,cs,4.13,100,4.48,100,1657808990395,0.0,0,0,0
SELB,healthtechnology,cs,1.64,100,1.69,100,1657809004148,1.685,37,1657808436249,615
RFDI,miscellaneous,et,47.67,100,56.16,100,1657806319289,52.02,13,1657806283239,13
PUNK,n/a,n/a,16.29,100,19.44,100,1657808860379,0.0,0,0,0
HPKEW,industrialservices,wt,8.06,100,14.04,100,1657808976219,0.0,0,0,0
LSTR,transportation,cs,130.42,104,153.79,100,1657809000043,141.62,5,1657808583868,1123
MNSBP,finance,ps,0.0,0,0.0,0,1657805400000,0.0,0,0,0
BBW,retailtrade,cs,15.06,100,16.28,100,1657808992589,15.07,100,1657808862025,419
CVT,n/a,n/a,5.19,129,5.64,100,1657808987483,5.22,3,1657808987370,2234
CTIB,processindustries,cs,0.6507,100,0.8998,100,1657807417310,0.0,0,0,0
BZH,consumerdurables,cs,11.79,100,12.99,200,1657808922198,12.95,3,1657807183837,103
VHNAW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
GSG,miscellaneous,et,21.3,300,21.32,200,1657809005957,21.21,10,1657808106557,1552
AXSM,healthtechnology,cs,39.91,100,43.69,233,1657809000300,44.14,1,1657808833838,3904
ARR-C,finance,ps,19.83,100,26.26,100,1657806454255,0.0,0,0,0
WEL+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SPCE,electronictechnology,cs,6.81,200,6.83,1200,1657809005989,6.82,75,1657808946209,14999
BRLIR,finance,rt,0.0,0,0.0,0,1657805400000,0.0,0,0,0
ADAL,n/a,n/a,9.9,200,0.0,0,1657805402918,0.0,0,0,0
MDIV,miscellaneous,et,13.83,100,15.23,702,1657808985598,0.0,0,0,0
PATI,transportation,cs,5.77,100,8.02,100,1657806321236,0.0,0,0,0
CLVR,n/a,n/a,0.92,100,1.08,100,1657807961046,0.0,0,0,0
MFEM,miscellaneous,et,15.95,100,17.34,400,1657809004092,0.0,0,0,0
STAG,finance,cs,27.37,109,29.6,100,1657809000628,29.58,1,1657808973873,5401
SHLX,industrialservices,cs,14.04,500,14.06,200,1657809000270,14.05,100,1657808961296,1423
CHRB,n/a,n/a,20.24,100,24.84,100,1657806670626,0.0,0,0,0
DVYA,miscellaneous,et,29.57,100,34.81,100,1657806376886,0.0,0,0,0
JO,miscellaneous,et,48.86,100,58.24,100,1657808985308,0.0,0,0,0
HNGR,healthservices,cs,12.79,118,14.21,100,1657808940032,14.02,18,1657806070007,187
DILA,n/a,n/a,9.78,700,0.0,0,1657805400174,0.0,0,0,0
GRID,miscellaneous,et,60.35,100,81.08,100,1657806300091,74.85,100,1657808066277,320
DHCNL,finance,ps,17.1,100,20.88,100,1657805525136,0.0,0,0,0
QQD,n/a,n/a,20.7,100,24.36,100,1657806308342,0.0,0,0,0
OMGA,n/a,n/a,4.0,157,4.44,300,1657808994639,4.43,100,1657808184035,228
VHNAU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CHGG,commercialservices,cs,17.96,500,19.36,114,1657809006545,17.97,1,1657808926564,10606
TSEM,electronictechnology,cs,45.95,100,46.02,100,1657808954529,46.01,47,1657808529352,971
XPER,electronictechnology,cs,13.33,100,14.5,100,1657808991555,14.485,2,1657808864091,1626
ARKW,miscellaneous,et,45.24,100,53.44,100,1657808999028,49.27,100,1657808405377,500
WALDW,n/a,n/a,0.0,0,0.8,1770,1657807435509,0.0,0,0,0
BCYC,healthtechnology,ad,19.16,100,21.16,237,1657809004919,21.01,1,1657808969146,195
FIVR,n/a,n/a,19.17,100,22.59,100,1657806309763,0.0,0,0,0
TBBK,finance,cs,18.06,100,19.85,109,1657809001012,19.8,100,1657808279102,1932
SLGL,healthtechnology,cs,4.01,100,4.79,100,1657807450805,4.39,100,1657807402271,100
RJAC,n/a,n/a,9.81,300,0.0,0,1657805445066,0.0,0,0,0
FXO,miscellaneous,et,34.5,100,40.56,100,1657806385639,37.68,100,1657806773482,100
DIS,consumerservices,cs,89.0,112,90.74,100,1657809006697,90.725,10,1657809004861,60071
MTAC,n/a,n/a,9.82,600,9.88,400,1657805403590,0.0,0,0,0
EZGO,n/a,n/a,0.6275,100,0.87,100,1657806407798,0.0,0,0,0
YTPG,n/a,n/a,7.79,100,9.76,100,1657808825878,0.0,0,0,0
PHGE+,healthtechnology,wt,0.0,0,0.0,0,1657805400000,0.0,0,0,0
COLL,healthtechnology,cs,16.83,200,16.89,174,1657808994758,16.92,53,1657808750684,747
RGEN,healthtechnology,cs,147.23,122,173.0,100,1657809006521,159.97,33,1657809006521,3513
DJAN,n/a,n/a,27.59,100,32.42,100,1657807584571,0.0,0,0,0
BJUL,miscellaneous,et,27.41,100,32.23,100,1657806300273,29.82,200,1657807777260,600
SISI,n/a,n/a,1.21,500,1.23,500,1657808991172,1.22,100,1657808868489,86550
LEAP+,finance,wt,0.0,0,0.0,0,1657805400000,0.0,0,0,0
XRAY,healthtechnology,cs,34.08,501,34.12,100,1657809003434,34.11,31,1657808965999,4735
MLN,miscellaneous,et,14.38,100,19.46,100,1657806300093,18.02,900,1657808676127,4900
MOTE,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
RGLD,non-energyminerals,cs,102.21,200,110.68,100,1657809003434,102.3,4,1657809000298,3983
REVE,n/a,n/a,8.12,100,10.99,100,1657808764499,0.0,0,0,0
MFD,miscellaneous,cef,7.98,100,9.52,100,1657806758055,0.0,0,0,0
PTY,miscellaneous,cef,11.5,150,13.52,100,1657807545039,12.51,100,1657808434230,202
LTRN,healthtechnology,cs,5.11,100,6.06,100,1657808188031,5.56,24,1657807505267,2298
OUSM,miscellaneous,et,28.75,100,33.83,100,1657806342287,0.0,0,0,0
JCPI,n/a,n/a,48.08,301,48.13,320,1657808994259,0.0,0,0,0
CAF,miscellaneous,cef,12.93,100,16.46,200,1657806071562,0.0,0,0,0
HSUN,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SGFY,n/a,n/a,14.06,100,15.4,300,1657808989304,15.33,23,1657808918186,9269
ARYE,n/a,n/a,9.69,700,9.75,133,1657806072563,0.0,0,0,0
FRXB+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
TTM,consumerdurables,ad,26.23,573,28.47,100,1657808998052,26.49,75,1657808992046,3734
CTG,technologyservices,cs,7.4,100,8.76,100,1657806447383,0.0,0,0,0
KNBE,n/a,n/a,15.47,400,16.8,134,1657809006221,15.5,100,1657808990227,5399
PAYC,technologyservices,cs,260.39,118,284.12,168,1657809004120,283.185,100,1657808945976,4234
AMS,healthservices,cs,2.08,100,2.59,100,1657806646163,0.0,0,0,0
HDV,miscellaneous,et,97.63,100,97.69,100,1657809006158,97.72,12,1657808878815,954
GS-C,finance,ps,19.01,100,23.8,100,1657805509939,0.0,0,0,0
PLMI,n/a,n/a,9.78,300,9.81,300,1657805400830,0.0,0,0,0
TGLS,producermanufacturing,cs,16.23,100,17.97,100,1657808405799,17.86,189,1657808316928,1225
KORE+,n/a,n/a,0.3361,100,0.78,100,1657807496461,0.0,0,0,0
IP,processindustries,cs,41.62,200,41.65,100,1657809004098,41.63,100,1657809000654,26956
ZBRA,electronictechnology,cs,263.23,132,310.06,133,1657808998688,285.54,40,1657808982917,3008
EVA,processindustries,cs,50.96,111,60.08,137,1657809000285,55.76,1,1657808840857,1633
KO,consumernon-durables,cs,61.48,100,61.52,195,1657809006720,61.48,100,1657808994129,120083
REKR,commercialservices,cs,1.55,100,1.68,100,1657809002551,1.575,100,1657808509615,764
GSM,processindustries,cs,4.67,100,5.1,100,1657809001035,5.085,100,1657808993760,4059
SFBC,finance,cs,29.24,100,47.19,100,1657805704084,0.0,0,0,0
GIL,consumernon-durables,cs,23.74,100,25.84,300,1657809004540,25.835,100,1657808984481,15090
CF,processindustries,cs,73.98,100,86.7,100,1657809006176,80.38,100,1657809001254,35576
NOVVR,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
MTCN,non-energyminerals,ps,50.86,100,51.73,100,1657809004963,0.0,0,0,0
SACC,finance,ps,0.0,0,0.0,0,1657805400000,0.0,0,0,0
PPH,miscellaneous,et,68.26,100,80.17,100,1657806300029,74.37,1,1657805452672,1
PXUS,n/a,n/a,17.0,100,20.77,100,1657808693980,0.0,0,0,0
RBND,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CSGP,technologyservices,cs,57.78,100,57.84,208,1657809006685,57.78,6,1657808959037,10566
IOACW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SNCRL,n/a,n/a,18.86,100,23.0,100,1657807713015,0.0,0,0,0
ALCO,processindustries,cs,34.61,200,37.84,100,1657808953697,34.65,1,1657808590821,315
RILYG,finance,ps,20.96,100,27.56,100,1657807632112,0.0,0,0,0
DRQ,industrialservices,cs,23.1,108,25.2,100,1657808990001,23.19,2,1657808879129,1522
KAIRU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CNGLW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
ADME,miscellaneous,et,31.21,100,34.66,100,1657808894577,0.0,0,0,0
CRIT,n/a,n/a,15.66,100,20.8,100,1657806304888,0.0,0,0,0
FTS,utilities,cs,46.43,500,46.45,100,1657809006267,46.385,100,1657808556339,2996
BHIL+,n/a,n/a,0.3998,100,0.5529,100,1657807623550,0.0,0,0,0
NBSE,healthtechnology,cs,0.92,100,1.12,100,1657808608344,0.0,0,0,0
