symbol,sector,securityType,bidPrice,bidSize,askPrice,askSize,lastUpdated,lastSalePrice,lastSaleSize,lastSaleTime,volume
IMAQW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
BUL,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
OWL,n/a,n/a,8.86,119,9.65,100,1657809006760,9.645,12,1657808977167,11551
VIEW,n/a,n/a,1.81,200,1.83,131,1657809003381,1.815,100,1657808999152,10007
SEIC,finance,cs,51.33,100,55.53,100,1657809001869,51.33,12,1657808880724,2655
FRC-N,n/a,n/a,17.06,100,20.41,100,1657806582057,0.0,0,0,0
LAND,finance,cs,22.74,400,24.54,100,1657808999353,22.78,1,1657808998362,619
UGE,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
GACQ,n/a,n/a,8.08,100,19.39,107,1657805400414,0.0,0,0,0
HIBS,miscellaneous,et,12.06,100,14.22,100,1657808577994,13.19,100,1657808271995,4509
VBB,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CBFV,finance,cs,20.66,100,25.92,100,1657807839020,0.0,0,0,0
SPKAU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CZOO+,n/a,n/a,0.068,100,0.1095,100,1657808642273,0.0,0,0,0
QPX,n/a,n/a,20.14,100,23.66,100,1657806331889,0.0,0,0,0
CELZ,n/a,n/a,0.5634,100,0.6804,100,1657807635127,0.0,0,0,0
VNAM,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SMLF,miscellaneous,et,42.1,100,49.55,100,1657807107728,45.88,100,1657806344611,161
HBM,non-energyminerals,cs,3.14,200,3.15,771,1657809000294,3.13,87,1657808800622,5942
FNI,miscellaneous,et,35.88,100,39.08,500,1657809002175,0.0,0,0,0
CAC,finance,cs,42.25,101,42.87,300,1657808948428,42.37,13,1657808948427,56
HTZWW,n/a,n/a,8.99,100,10.7,100,1657806706186,0.0,0,0,0
APTX,healthservices,cs,0.6212,100,0.7344,100,1657808919098,0.0,0,0,0
SOJC,utilities,ps,21.85,100,25.9,100,1657807012936,0.0,0,0,0
LCID,n/a,n/a,19.39,200,19.41,200,1657809006613,19.405,8,1657808992311,61729
HSY,consumernon-durables,cs,199.71,163,216.35,107,1657809006068,216.3,53,1657808997306,9121
MTD,healthtechnology,cs,1032.93,100,1214.98,119,1657809000974,1119.96,1,1657808831044,4561
IUS,miscellaneous,et,28.0,100,37.59,100,1657806300101,0.0,0,0,0
ICOW,miscellaneous,et,25.21,500,27.29,100,1657809003521,0.0,0,0,0
OUNZ,miscellaneous,et,16.54,300,16.57,2700,1657809005791,16.52,200,1657808308709,250
ARWR,healthtechnology,cs,38.06,135,41.7,176,1657809006626,41.6,10,1657809005564,7610
DXR,healthtechnology,cs,11.24,100,15.46,100,1657806823744,0.0,0,0,0
NTSX,miscellaneous,et,26.4,100,35.62,100,1657806300100,33.16,6,1657805402193,6
ARW,distributionservices,cs,100.38,100,110.08,133,1657808998029,109.725,50,1657808986354,2240
DDI,n/a,n/a,7.32,100,12.0,100,1657805400241,0.0,0,0,0
SKYU,n/a,n/a,13.38,100,15.83,100,1657808971428,0.0,0,0,0
ESP,electronictechnology,cs,10.38,100,0.0,0,1657805400059,0.0,0,0,0
BC-A,consumerdurables,ps,20.16,100,30.26,100,1657805400917,0.0,0,0,0
KGHG,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
IPOF=,finance,ut,10.02,1200,10.06,200,1657807405728,0.0,0,0,0
HMLP-A,transportation,ps,18.4,100,23.56,200,1657805552319,0.0,0,0,0
OI,processindustries,cs,10.75,119,11.73,135,1657809003980,11.69,199,1657809003980,6566
NUS,consumernon-durables,cs,38.2,134,45.07,108,1657809006677,41.32,83,1657808804286,4280
ILPT,finance,cs,9.74,100,10.75,200,1657809001733,10.72,3,1657809001731,40942
COOK,n/a,n/a,3.65,112,4.3,100,1657808999183,3.96,10,1657808923228,2356
INVA,healthtechnology,cs,14.31,100,15.44,100,1657809005154,14.33,100,1657809005160,7419
TNYA,n/a,n/a,5.15,133,5.72,100,1657808943992,5.2,25,1657808890580,393
CORS,n/a,n/a,9.56,1000,9.73,200,1657808817493,9.73,15,1657806646165,15
HRL,consumernon-durables,cs,47.87,100,51.78,105,1657809003926,47.87,11,1657808949210,10403
VET,energyminerals,cs,17.85,100,17.89,100,1657809005973,17.9,50,1657808785313,8730
FSRX,n/a,n/a,9.77,400,9.84,200,1657808818830,0.0,0,0,0
SQ,technologyservices,cs,60.0,102,66.63,100,1657809005651,62.0,53,1657808996828,110103
VBOCW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
IBHE,miscellaneous,et,0.0,0,0.0,0,1657805400000,22.31,100,1657807555144,100
XPDB,n/a,n/a,9.77,200,9.85,600,1657807245863,0.0,0,0,0
PFDRU,n/a,n/a,7.74,1000,0.0,0,1657805400672,0.0,0,0,0
FEMS,miscellaneous,et,29.66,100,34.85,100,1657807045997,0.0,0,0,0
UA,consumernon-durables,cs,7.36,317,7.37,500,1657809005587,7.36,100,1657808928930,3104
EDTXU,n/a,n/a,10.17,1000,10.41,1000,1657808583936,0.0,0,0,0
NPCT,n/a,n/a,10.58,100,11.53,400,1657808985789,11.53,100,1657808815896,2200
OSTK,retailtrade,cs,25.15,100,25.21,200,1657809006492,25.15,10,1657808938425,7338
NGL-C,industrialservices,ps,0.0,0,0.0,0,1657805400000,0.0,0,0,0
BUFT,n/a,n/a,14.76,100,19.99,100,1657806360216,0.0,0,0,0
IBDP,miscellaneous,et,24.59,4000,26.6,100,1657808711321,24.64,100,1657808598551,200
KOSS,consumerdurables,cs,6.46,100,7.83,104,1657808473932,7.23,1,1657807581633,1
APA,energyminerals,cs,28.41,100,33.31,100,1657809006194,30.73,100,1657809001657,38610
TPZ,miscellaneous,cef,11.28,100,13.3,100,1657806565442,0.0,0,0,0
IPOS,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
ATUS,consumerservices,cs,8.44,100,8.46,300,1657809005145,8.45,10,1657808996421,9563
AXAC,n/a,n/a,9.97,800,12.03,100,1657807200002,0.0,0,0,0
GFLU,transportation,ut,51.47,100,60.63,100,1657807571763,55.93,1,1657807840243,2
HOTL,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
IREN,n/a,n/a,2.94,100,3.48,100,1657808799277,3.21,100,1657808799257,348
GROW,finance,cs,3.78,147,4.5,100,1657808960802,4.16,47,1657808760908,47
PFSI,finance,cs,47.25,308,47.46,223,1657809001442,47.055,87,1657808626792,549
FE,utilities,cs,36.82,450,36.84,300,1657809006500,36.83,100,1657808938712,6519
SOXQ,n/a,n/a,18.4,100,20.04,400,1657809005127,19.92,1,1657807929882,2
FIX,industrialservices,cs,75.21,133,90.26,100,1657808998092,82.65,2,1657808779028,194
SOHU,technologyservices,ad,14.23,100,15.68,100,1657808761604,15.73,100,1657805983808,100
UGIC,n/a,n/a,83.36,100,102.61,100,1657808920251,0.0,0,0,0
PRCT,n/a,n/a,28.53,101,33.46,100,1657808984620,31.025,100,1657808949914,966
AHG,n/a,n/a,0.9384,100,1.18,100,1657807223311,0.0,0,0,0
ZUMZ,retailtrade,cs,23.15,100,25.14,101,1657809004267,24.97,100,1657808716476,752
DSACU,finance,ut,0.0,0,10.47,1000,1657805409214,0.0,0,0,0
EKG,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
THCPW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
EGLE,transportation,cs,39.91,100,43.58,404,1657808983659,43.13,3,1657808729435,1339
BYTSW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
VB,miscellaneous,et,159.89,100,187.99,100,1657808761337,173.525,100,1657808535128,1821
CRXT,n/a,n/a,0.3395,100,0.4035,100,1657807131022,0.37,100,1657807433076,100
OPEN,n/a,n/a,4.99,500,5.0,400,1657809005602,4.995,100,1657809001016,46046
HBB,consumerdurables,cs,10.58,100,12.69,100,1657808829348,11.575,100,1657808458641,828
FEDU,commercialservices,ad,12.01,200,16.58,100,1657806349662,0.0,0,0,0
GROM,n/a,n/a,0.3553,100,0.432,100,1657807300954,0.39,100,1657808859205,821
SLCA,non-energyminerals,cs,9.71,300,10.53,100,1657809001170,9.7,100,1657808699068,1385
GWX,miscellaneous,et,27.8,900,30.06,100,1657808982008,27.78,100,1657807560862,401
MBINP,finance,ps,0.0,0,0.0,0,1657805400000,0.0,0,0,0
FINM,n/a,n/a,9.81,200,9.88,133,1657805731630,0.0,0,0,0
KALA,healthtechnology,cs,0.3054,100,0.3629,100,1657808885053,0.0,0,0,0
CBON,miscellaneous,et,21.24,100,25.09,100,1657807242670,0.0,0,0,0
SGML,n/a,n/a,12.63,100,15.08,100,1657808940837,13.82,100,1657808780419,900
XELA,technologyservices,cs,0.0896,100,0.1064,100,1657808989772,0.097,60,1657808989772,392761
AWTM,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
QYLG,miscellaneous,et,22.06,100,25.96,150,1657807122247,23.99,1,1657807507238,113
LGVN,n/a,n/a,5.75,100,6.89,100,1657808966712,6.34,1,1657808931771,243
ZYME,healthtechnology,cs,5.96,349,5.99,100,1657808998995,5.99,100,1657808953370,10557
RCC,n/a,n/a,18.8,100,25.66,100,1657807327834,0.0,0,0,0
AFMC,miscellaneous,et,19.0,100,22.38,100,1657806338969,0.0,0,0,0
IMGO,n/a,n/a,15.81,386,17.36,100,1657808960036,16.03,25,1657808932124,470
PFH,finance,ps,19.02,100,22.53,100,1657807533052,0.0,0,0,0
PCCT,n/a,n/a,9.25,100,12.12,100,1657806518982,0.0,0,0,0
MITT,finance,cs,7.16,300,7.78,100,1657808970302,7.23,100,1657806529981,103
ZWRKU,n/a,n/a,9.83,1000,0.0,0,1657808825880,0.0,0,0,0
DRUG,n/a,n/a,0.7042,100,1.02,100,1657808607233,0.0,0,0,0
ADERW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
PACX,n/a,n/a,7.88,100,9.89,200,1657805401698,0.0,0,0,0
LOGI,electronictechnology,cs,47.15,100,55.96,100,1657808998577,51.35,100,1657808988159,1237
WAT,healthtechnology,cs,296.18,100,347.66,118,1657809005087,321.06,100,1657808854149,6328
UNL,miscellaneous,et,19.05,100,22.56,100,1657809005847,21.02,100,1657808692877,100
WPCA=,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
RISR,n/a,n/a,29.88,100,35.26,100,1657806582219,0.0,0,0,0
TAIL,miscellaneous,et,14.09,100,19.22,100,1657806300099,0.0,0,0,0
SRZN,n/a,n/a,2.91,100,3.85,100,1657808338506,0.0,0,0,0
FULT,finance,cs,13.84,300,13.86,600,1657809001071,13.84,19,1657808920032,1685
URG,non-energyminerals,cs,0.8791,101,0.992,500,1657809006651,0.951,2,1657808621204,2548
OCN,finance,cs,28.71,139,31.23,100,1657809005715,28.6,8,1657807677715,9
SCMA,n/a,n/a,9.18,100,12.0,100,1657808825197,0.0,0,0,0
BLEUU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
VZIO,n/a,n/a,7.12,500,7.67,100,1657808991008,7.15,100,1657808989007,416
TACT,electronictechnology,cs,3.41,100,4.42,100,1657809006540,0.0,0,0,0
LVHI,miscellaneous,et,25.06,500,25.19,500,1657809006728,0.0,0,0,0
FRO,transportation,cs,8.26,100,8.28,783,1657809001010,8.28,100,1657808830925,6404
STT,finance,cs,59.31,100,64.19,165,1657808997803,59.325,100,1657809004858,32691
PRSO,n/a,n/a,1.61,100,1.99,100,1657808884133,0.0,0,0,0
INCY,healthtechnology,cs,77.5,100,82.0,200,1657809001837,78.32,4,1657808996207,11303
SOHO,finance,cs,1.79,100,2.13,100,1657806809497,0.0,0,0,0
AILV,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
ADXN,healthtechnology,ad,0.966,100,1.14,100,1657808156745,1.05,100,1657807481951,1200
RWAY,n/a,n/a,10.81,100,12.0,200,1657809000081,11.87,100,1657808824311,522
OXLCZ,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SEED,processindustries,cs,7.41,100,8.29,100,1657809001715,8.23,10,1657807817586,10
FLL,consumerservices,cs,5.16,200,5.59,100,1657808972297,5.15,9,1657808862443,576
IPOD=,finance,ut,9.97,1200,10.01,200,1657806944092,0.0,0,0,0
PAG,retailtrade,cs,93.6,168,110.17,133,1657809004050,102.3,10,1657808845265,4785
ERES,finance,cs,9.99,10000,12.0,100,1657805749023,0.0,0,0,0
PXJ,miscellaneous,et,3.29,1000,3.33,500,1657808985208,3.29,500,1657808329050,500
MORF,healthtechnology,cs,21.86,106,26.13,100,1657808937218,24.035,10,1657808620847,2357
IIGD,miscellaneous,et,22.35,100,26.26,100,1657806832181,0.0,0,0,0
ESACW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
DTG,n/a,n/a,17.43,100,20.83,100,1657806973213,0.0,0,0,0
XPOF,n/a,n/a,12.78,200,14.07,100,1657808991374,12.91,87,1657808892271,213
VIOT,consumerdurables,ad,1.24,100,1.61,200,1657808454068,0.0,0,0,0
CCV+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.2374,100,1657807200234,500
GO,retailtrade,cs,43.5,109,43.8,148,1657808999912,43.77,100,1657808948223,5981
PFLT,finance,cs,11.99,200,12.97,100,1657809000067,12.01,6,1657808838897,450
ASRV,finance,cs,3.14,100,4.32,100,1657806319702,0.0,0,0,0
ENERW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
EVMT,n/a,n/a,0.0,0,0.0,0,1657808770352,0.0,0,0,0
TSPQ+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
ANGO,healthtechnology,cs,20.23,100,22.01,100,1657809000023,20.285,1,1657808992001,559
EWCZ,n/a,n/a,15.53,148,18.29,158,1657809002950,16.845,200,1657808745955,10516
UBR,miscellaneous,et,16.61,100,19.74,100,1657808836010,18.19,100,1657806535588,500
BPOPM,finance,ps,20.66,100,31.46,100,1657805401011,0.0,0,0,0
PPLT,miscellaneous,et,70.86,100,84.13,100,1657808997488,77.59,100,1657808153220,350
ALPA,n/a,n/a,9.63,200,11.67,100,1657805443828,0.0,0,0,0
AGGRW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
RCL,consumerservices,cs,29.09,103,34.06,100,1657809003382,31.59,22,1657808894566,27406
NVCT,n/a,n/a,9.6,100,12.26,133,1657805465867,0.0,0,0,0
CHAU,miscellaneous,et,24.13,100,28.35,100,1657806331878,0.0,0,0,0
HUYA,technologyservices,ad,3.4,117,3.67,100,1657809000003,3.39,11,1657808770097,4717
ETHO,miscellaneous,et,42.93,100,51.45,100,1657807263447,0.0,0,0,0
HBAN,finance,cs,11.86,300,11.87,211,1657809006575,11.87,15,1657808999616,180629
AWAY,miscellaneous,et,16.4,100,17.79,100,1657808947003,16.38,81,1657808480777,15808
MITA,n/a,n/a,9.69,300,9.75,900,1657805404362,0.0,0,0,0
CP,transportation,cs,68.8,100,68.83,100,1657809006690,68.76,100,1657809000246,12206
MBB,miscellaneous,et,97.3,100,97.32,200,1657808993953,97.305,100,1657808929726,7708
VIVK,n/a,n/a,1.27,100,1.4,900,1657807252009,0.0,0,0,0
CIXX,finance,cs,9.25,100,10.81,100,1657808918170,0.0,0,0,0
TCBI,finance,cs,52.53,147,56.8,149,1657809000005,52.71,100,1657808967493,1787
SNFCA,finance,cs,6.09,100,8.59,100,1657807043055,0.0,0,0,0
BKCI,n/a,n/a,38.52,500,39.12,500,1657809005716,0.0,0,0,0
FFIE,n/a,n/a,5.96,500,5.99,100,1657809003432,6.07,100,1657808694742,7855
NINE,industrialservices,cs,1.96,100,2.31,100,1657808990001,2.14,100,1657808416746,1218
HOLI,electronictechnology,cs,15.09,200,16.38,100,1657808944436,15.16,9,1657808550970,857
AHPAU,n/a,n/a,10.14,1000,10.35,1000,1657807562075,0.0,0,0,0
SPDN,miscellaneous,et,17.28,1000,17.3,3000,1657809006239,17.2,989,1657805448556,989
BFRI,n/a,n/a,1.82,100,2.15,100,1657808960726,2.0,76,1657808997601,6462
EMGD,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
NYMTN,finance,ps,18.23,100,21.7,100,1657808256821,0.0,0,0,0
DRCTW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
VSL,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
ISPO,n/a,n/a,4.16,100,4.92,100,1657808979076,4.515,5,1657808854833,55
GHYB,miscellaneous,et,38.57,100,45.39,100,1657806354081,0.0,0,0,0
IEIH,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
VRSK,finance,cs,174.15,135,187.71,111,1657809006479,174.275,50,1657808966912,5310
ENERR,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
HIW,finance,cs,32.86,100,35.34,100,1657809000165,32.86,45,1657808967419,4772
DPST,miscellaneous,et,20.14,100,23.85,100,1657808507478,22.12,100,1657808956997,610
BOAC,n/a,n/a,9.91,800,11.95,100,1657805402357,0.0,0,0,0
HEI,electronictechnology,cs,120.57,113,142.23,100,1657809002762,131.655,10,1657808995991,1707
CPSH,producermanufacturing,cs,3.13,100,3.49,110,1657808478804,0.0,0,0,0
DOCN,n/a,n/a,34.94,200,37.81,100,1657809006157,34.91,100,1657808999009,11503
PRI,finance,cs,106.38,140,125.5,102,1657808951262,115.52,25,1657808941111,401
SMMD,miscellaneous,et,46.85,100,55.2,100,1657806300093,51.3,100,1657805406275,100
DBEU,miscellaneous,et,24.87,100,33.49,100,1657806300089,30.94,200,1657807718425,500
NUAG,miscellaneous,et,17.16,100,23.17,100,1657806300092,21.435,9,1657808151722,109
HCKT,commercialservices,cs,17.6,108,20.71,100,1657808994104,19.07,100,1657808895944,189
TZPSU,n/a,n/a,9.84,1000,9.98,1000,1657805403545,0.0,0,0,0
NGS,industrialservices,cs,9.54,100,9.67,100,1657808996931,9.6,100,1657807229452,400
ALP-Q,utilities,ps,22.69,100,29.97,100,1657807159240,0.0,0,0,0
FNWD,n/a,n/a,33.23,100,40.61,100,1657808287551,0.0,0,0,0
LRN,consumerservices,cs,36.8,100,43.35,100,1657809006586,40.2,1,1657808995306,2493
EVBN,finance,cs,30.36,100,36.7,101,1657808992769,33.4,1,1657806533109,1
IVR-C,finance,ps,19.0,100,22.62,100,1657808259484,0.0,0,0,0
LFTRU,finance,ut,9.92,1000,10.01,1000,1657808822692,0.0,0,0,0
HGTY,n/a,n/a,9.83,100,10.79,110,1657808888299,10.67,45,1657808649017,511
PHG,healthtechnology,ad,20.21,600,20.23,100,1657809005027,20.24,12,1657808837494,6749
SLHGP,n/a,n/a,9.56,100,17.64,100,1657805401865,0.0,0,0,0
GAMC,n/a,n/a,9.72,700,11.78,100,1657805403879,0.0,0,0,0
SARK,n/a,n/a,54.22,100,63.88,100,1657808956509,59.27,1,1657807846320,324
ALR,n/a,n/a,1.04,100,1.26,100,1657808982039,0.0,0,0,0
GIACU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
IWS,miscellaneous,et,91.77,100,107.78,100,1657808421037,99.72,100,1657808106474,775
AMZN,retailtrade,cs,107.2,265,115.0,100,1657809006657,108.04,10,1657809000300,369951
ITRG,non-energyminerals,cs,0.7053,100,0.7279,100,1657808990223,0.0,0,0,0
ISEE,healthtechnology,cs,10.82,100,11.68,400,1657808999060,11.675,200,1657808926602,2607
CEA,transportation,ad,17.46,100,20.79,100,1657807200013,0.0,0,0,0
FSEC,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
BGT,miscellaneous,cef,10.53,100,11.48,100,1657808996653,11.49,1,1657807908044,2
CLVS,healthtechnology,cs,2.26,545,2.28,400,1657809006036,2.265,100,1657808976256,26956
PESI,industrialservices,cs,5.06,100,6.15,100,1657807011081,0.0,0,0,0
NTLA,healthtechnology,cs,58.67,128,69.36,105,1657809001390,63.77,8,1657808994267,6631
ACCD,technologyservices,cs,8.52,100,9.37,100,1657808999020,9.34,4,1657808949165,2911
GFGF,n/a,n/a,19.2,1000,0.0,0,1657809003456,0.0,0,0,0
ASCA,n/a,n/a,9.87,700,0.0,0,1657805403874,0.0,0,0,0
CLDS,n/a,n/a,34.9,100,42.35,100,1657809004812,0.0,0,0,0
AUPH,healthtechnology,cs,11.55,200,11.58,439,1657809004331,11.57,1,1657808918166,1977
NUO,miscellaneous,cef,11.75,100,12.81,585,1657808758155,0.0,0,0,0
FORTY,technologyservices,ad,88.97,100,108.75,100,1657808155261,0.0,0,0,0
STAR-I,finance,ps,22.33,100,26.55,100,1657806612704,0.0,0,0,0
WQGA=,n/a,n/a,9.96,1000,0.0,0,1657807610417,0.0,0,0,0
CMCL,non-energyminerals,cs,9.15,100,10.94,100,1657808961101,10.08,100,1657807036312,200
NXTP,n/a,n/a,0.3237,100,0.3931,100,1657807584669,0.0,0,0,0
HGEN,healthtechnology,cs,0.5737,100,0.5839,108,1657809006765,0.5838,120,1657809006663,26011
FIAC,n/a,n/a,7.93,100,9.98,100,1657805406427,0.0,0,0,0
SSAA,n/a,n/a,9.8,500,11.82,100,1657805403828,0.0,0,0,0
GJP,finance,ps,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CHKEZ,n/a,n/a,46.96,100,56.97,100,1657808996021,0.0,0,0,0
WLY,n/a,n/a,45.42,239,45.56,100,1657808998053,45.53,100,1657808960698,1813
CYCC,healthtechnology,cs,1.14,400,1.25,100,1657808993232,1.16,200,1657808844697,2180
AXS-E,finance,ps,20.14,100,23.56,100,1657808807548,0.0,0,0,0
GLOB,technologyservices,cs,154.98,163,169.5,200,1657809000001,168.38,2,1657808946198,3308
BIRD,n/a,n/a,4.8,600,4.82,200,1657809006192,4.81,100,1657808970418,5808
KSPN,retailtrade,cs,3.87,100,4.78,100,1657808988705,4.235,5,1657808534404,1013
PSCD,miscellaneous,et,69.63,100,82.2,100,1657806338884,0.0,0,0,0
FLAG+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
TIPT,finance,cs,9.83,100,11.55,100,1657809000042,10.69,11,1657807395172,39
VSSYW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.1813,100,1657807803963,100
ESS,finance,cs,258.51,100,280.04,166,1657809005636,258.74,18,1657808920078,1747
BAFN,n/a,n/a,5.89,100,23.2,100,1657805401444,0.0,0,0,0
PWR,industrialservices,cs,114.74,100,134.98,133,1657809003445,125.24,1,1657808627154,4189
MAQCU,n/a,n/a,10.22,1000,10.38,1000,1657808766280,10.25,100,1657805453186,700
GGMCU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
BSEP,miscellaneous,et,26.74,100,31.4,100,1657806308408,0.0,0,0,0
PIO,miscellaneous,et,27.87,100,32.85,100,1657806654797,30.48,100,1657805734333,100
WCBR,n/a,n/a,16.13,100,18.95,100,1657807706184,0.0,0,0,0
MGRC,finance,cs,74.26,100,80.6,100,1657808893843,74.5,100,1657807916092,579
EES,miscellaneous,et,37.33,100,43.95,100,1657808829491,0.0,0,0,0
XDEC,n/a,n/a,25.52,100,30.04,100,1657806336336,0.0,0,0,0
BTG,non-energyminerals,cs,3.14,2448,3.15,1622,1657809004988,3.14,200,1657808975036,46313
BSJM,miscellaneous,et,22.05,5000,23.88,100,1657807730592,22.07,100,1657807641885,200
CIVB,finance,cs,20.92,166,22.95,103,1657809000503,20.95,1,1657808998291,2
HZON,n/a,n/a,9.91,300,11.92,100,1657808037059,0.0,0,0,0
VELOU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
DAWN,n/a,n/a,17.8,100,19.33,200,1657809005688,19.28,100,1657808950643,1979
UBS,finance,cs,15.14,200,15.16,100,1657809006567,15.145,100,1657808979950,22077
ASPCW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
LVRA,n/a,n/a,7.8,100,9.8,200,1657808762117,0.0,0,0,0
CLSD,healthtechnology,cs,1.6,100,1.91,100,1657808642322,1.75,100,1657806491239,100
GAPA+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
KXI,miscellaneous,et,45.71,100,61.68,100,1657806300093,57.1,48,1657806291543,48
BHSEU,finance,ut,10.09,1000,0.0,0,1657808742916,0.0,0,0,0
CRECW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
FINS,miscellaneous,cef,14.38,100,15.63,100,1657808528600,14.51,300,1657808811248,308
TISI,commercialservices,cs,0.6716,100,0.8154,100,1657807803255,0.74,100,1657808042327,600
FLSP,miscellaneous,et,0.0,0,0.0,0,1657805400000,0.0,0,0,0
HLG,consumerservices,ad,11.96,100,14.28,100,1657807771319,0.0,0,0,0
STZ,consumernon-durables,cs,223.45,100,262.78,140,1657809002117,243.96,50,1657808983076,6863
ZKIN,producermanufacturing,cs,0.8972,100,1.11,100,1657808615607,0.0,0,0,0
LGF.A,consumerservices,cs,7.61,100,7.64,200,1657809001020,7.62,15,1657808858208,1723
DON,miscellaneous,et,35.16,100,41.33,100,1657806300089,38.2,100,1657807966936,800
SSP,consumerservices,cs,12.33,100,13.38,100,1657808980382,12.355,10,1657808898530,438
NVVE,n/a,n/a,3.6,100,4.01,300,1657808981042,3.935,25,1657807995916,300
ITQRU,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
GBUY,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
TCBK,finance,cs,45.01,216,48.55,100,1657808901499,45.11,1,1657808986803,111
HYT,miscellaneous,cef,8.79,100,9.56,100,1657808994349,9.555,10,1657808989376,1605
AUROW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
SCRM,n/a,n/a,9.6,1000,10.4,100,1657807182136,0.0,0,0,0
CHDN,consumerservices,cs,197.97,333,213.96,100,1657808982634,198.46,4,1657808965198,2990
INCR,n/a,n/a,5.22,100,5.81,1200,1657808186655,0.0,0,0,0
ACV,miscellaneous,cef,19.67,100,21.53,100,1657808862697,19.73,72,1657807963769,605
RFIL,electronictechnology,cs,5.81,100,7.77,100,1657806665883,0.0,0,0,0
FGBI,finance,cs,21.71,100,25.48,126,1657808355062,23.43,7,1657808147225,8
HHGCW,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
KAIIU,n/a,n/a,0.0,0,9.9,1000,1657808822191,0.0,0,0,0
EPIX,healthtechnology,cs,2.42,100,2.68,400,1657809001818,2.65,100,1657808773962,1763
NEU,processindustries,cs,296.31,200,323.78,100,1657809001087,296.47,53,1657808738853,167
DSAQ+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
CEY,miscellaneous,et,16.43,100,19.34,100,1657806777073,0.0,0,0,0
NIB,miscellaneous,et,21.9,100,28.9,100,1657806487660,23.985,3,1657805993028,3
AIF,miscellaneous,cef,11.31,100,13.3,100,1657807457637,12.29,272,1657806157623,272
IGM,miscellaneous,et,269.4,100,316.53,100,1657807043302,291.98,100,1657807583980,100
ARTL,retailtrade,cs,0.2967,100,0.3618,100,1657808837132,0.3275,300,1657807370801,900
TRND,miscellaneous,et,27.21,700,27.26,700,1657808575206,0.0,0,0,0
HIGA+,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
FTK,industrialservices,cs,0.9362,200,1.04,100,1657808960564,0.0,0,0,0
MARZ,n/a,n/a,0.0,0,0.0,0,1657805400000,0.0,0,0,0
TAGS,miscellaneous,et,29.54,100,32.02,100,1657808869521,0.0,0,0,0
